user_id=, review_id=, favorited=false
user_id=1, review_id=5, favorited=false
user_id=1, review_id=3, favorited=true
user_id=1, review_id=1, favorited=true
user_id=1, review_id=4, favorited=false
user_id=1, review_id=2, favorited=false
user_id=1, review_id=5, favorited=false
user_id=1, review_id=3, favorited=true
user_id=1, review_id=1, favorited=true
user_id=1, review_id=4, favorited=false
user_id=1, review_id=2, favorited=false
user_id=1, review_id=5, favorited=false
user_id=1, review_id=3, favorited=true
user_id=1, review_id=1, favorited=true
user_id=1, review_id=4, favorited=false
user_id=1, review_id=2, favorited=false
user_id=1, review_id=5, favorited=false
user_id=1, review_id=3, favorited=true
user_id=1, review_id=1, favorited=true
user_id=1, review_id=4, favorited=false
user_id=1, review_id=2, favorited=false
user_id=1, review_id=5, favorited=false
user_id=1, review_id=3, favorited=true
user_id=1, review_id=1, favorited=true
user_id=1, review_id=4, favorited=false
user_id=1, review_id=2, favorited=false
user_id=1, review_id=5, favorited=false
user_id=1, review_id=3, favorited=true
user_id=1, review_id=1, favorited=true
user_id=1, review_id=4, favorited=false
user_id=1, review_id=2, favorited=false
user_id=1, review_id=5, favorited=false
user_id=1, review_id=3, favorited=true
user_id=1, review_id=1, favorited=true
user_id=1, review_id=4, favorited=false
user_id=1, review_id=2, favorited=false
user_id=1, review_id=5, favorited=false
user_id=1, review_id=3, favorited=true
user_id=1, review_id=1, favorited=true
user_id=1, review_id=4, favorited=false
user_id=1, review_id=2, favorited=false
user_id=1, review_id=5, favorited=false
user_id=1, review_id=3, favorited=true
user_id=1, review_id=1, favorited=true
user_id=1, review_id=4, favorited=false
user_id=1, review_id=2, favorited=false
user_id=1, review_id=1, favorited=true
user_id=1, review_id=3, favorited=true
user_id=1, review_id=2, favorited=false
user_id=1, review_id=4, favorited=false
user_id=1, review_id=5, favorited=false
user_id=1, review_id=1, favorited=true
user_id=1, review_id=3, favorited=true
user_id=1, review_id=2, favorited=false
user_id=1, review_id=4, favorited=false
user_id=1, review_id=5, favorited=false
user_id=1, review_id=5, favorited=false
user_id=1, review_id=3, favorited=true
user_id=1, review_id=1, favorited=true
user_id=1, review_id=4, favorited=false
user_id=1, review_id=2, favorited=false
user_id=1, review_id=1, favorited=true
user_id=1, review_id=3, favorited=true
user_id=1, review_id=2, favorited=false
user_id=1, review_id=4, favorited=false
user_id=1, review_id=5, favorited=false
user_id=1, review_id=5, favorited=false
user_id=1, review_id=3, favorited=true
user_id=1, review_id=1, favorited=true
user_id=1, review_id=4, favorited=false
user_id=1, review_id=2, favorited=false
user_id=1, review_id=5, favorited=false
user_id=1, review_id=3, favorited=true
user_id=1, review_id=1, favorited=true
user_id=1, review_id=4, favorited=false
user_id=1, review_id=2, favorited=false
user_id=1, review_id=5, favorited=false
user_id=1, review_id=3, favorited=true
user_id=1, review_id=1, favorited=true
user_id=1, review_id=4, favorited=false
user_id=1, review_id=2, favorited=false
user_id=1, review_id=5, favorited=false
user_id=1, review_id=3, favorited=true
user_id=1, review_id=1, favorited=true
user_id=1, review_id=4, favorited=false
user_id=1, review_id=2, favorited=false
user_id=1, review_id=5, favorited=false
user_id=1, review_id=3, favorited=true
user_id=1, review_id=1, favorited=true
user_id=1, review_id=4, favorited=false
user_id=1, review_id=2, favorited=false
user_id=1, review_id=5, favorited=false
user_id=1, review_id=3, favorited=true
user_id=1, review_id=1, favorited=true
user_id=1, review_id=4, favorited=false
user_id=1, review_id=2, favorited=false
user_id=1, review_id=5, favorited=false
user_id=1, review_id=3, favorited=true
user_id=1, review_id=1, favorited=true
user_id=1, review_id=4, favorited=false
user_id=1, review_id=2, favorited=false
user_id=1, review_id=5, favorited=false
user_id=1, review_id=3, favorited=true
user_id=1, review_id=1, favorited=true
user_id=1, review_id=4, favorited=false
user_id=1, review_id=2, favorited=false
user_id=1, review_id=5, favorited=false
user_id=1, review_id=3, favorited=true
user_id=1, review_id=1, favorited=true
user_id=1, review_id=4, favorited=false
user_id=1, review_id=2, favorited=false
user_id=1, review_id=5, favorited=false
user_id=1, review_id=3, favorited=true
user_id=1, review_id=1, favorited=true
user_id=1, review_id=4, favorited=false
user_id=1, review_id=2, favorited=false
user_id=1, review_id=5, favorited=false
user_id=1, review_id=3, favorited=true
user_id=1, review_id=1, favorited=true
user_id=1, review_id=4, favorited=false
user_id=1, review_id=2, favorited=false
user_id=1, review_id=5, favorited=false
user_id=1, review_id=3, favorited=true
user_id=1, review_id=1, favorited=true
user_id=1, review_id=4, favorited=false
user_id=1, review_id=2, favorited=false
user_id=1, review_id=5, favorited=false
user_id=1, review_id=3, favorited=true
user_id=1, review_id=1, favorited=true
user_id=1, review_id=4, favorited=false
user_id=1, review_id=2, favorited=false
user_id=1, review_id=5, favorited=false
user_id=1, review_id=3, favorited=true
user_id=1, review_id=1, favorited=true
user_id=1, review_id=4, favorited=false
user_id=1, review_id=2, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=10, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=9, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=10, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=9, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=10, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=9, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=10, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=9, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=10, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=9, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=10, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=9, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=10, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=9, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=10, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=9, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=10, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=9, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=10, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=9, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=10, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=9, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=10, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=9, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=10, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=9, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=10, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=9, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=10, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=9, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=10, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=9, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=10, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=9, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=10, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=9, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=10, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=9, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=10, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=9, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=10, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=9, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=10, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=9, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=10, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=9, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=10, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
user_id=2, review_id=2, favorited=false
user_id=2, review_id=9, favorited=false
user_id=2, review_id=5, favorited=false
user_id=2, review_id=3, favorited=false
user_id=2, review_id=10, favorited=false
user_id=2, review_id=1, favorited=false
user_id=2, review_id=7, favorited=false
user_id=2, review_id=8, favorited=false
user_id=2, review_id=4, favorited=false
user_id=2, review_id=6, favorited=false
